row_number,point_name,x,y,z
95,iRRSN,20.158639709933823,17.606116501054153,7.5493633068013555
96,SJyWM,24.46527276495897,15.903372282057552,7.351456183625711
97,CtuEA,17.46724419989099,14.727276064013328,18.68050680492983
98,SuEvD,15.03499005564758,16.624854382006042,16.815820712534443
99,goXnM,25.238787339896074,15.774093396431391,10.15687773101499
100,ODsZG,18.53835619433863,17.4872313739961,18.4119003920896
101,EioKs,20.916866617443603,16.277412561041853,4.117526508209606
102,dyhLv,23.504037513562352,13.0751712612519,19.510336553087985
103,PMjUF,17.891763966506968,13.18120071847469,14.599194714388116
104,MNQUe,22.59397445813133,16.546152859442316,4.441726403214186
105,mTVrs,15.625026197813936,12.698564988983174,9.958227185116202
106,CGIzX,17.495524966466064,14.890241708513049,15.848254219642254
107,JsJCK,15.73652763363824,14.801010314295365,1.4121547577395277
108,BoDUO,23.73476670081629,13.970644547821262,18.27939245968553
109,tUbcZ,16.671790822721423,14.678158260577844,13.569647247330431
110,qsgKB,22.60884266486252,13.2636802028189,4.909115461976244
111,iLHlJ,25.31958076694783,17.820740228029113,6.638937741512898
112,yYLAa,20.33326650882653,15.03196431610369,1.8665768256114257
113,uWeZU,20.48035030712825,17.809597526661598,13.10911260449972
114,ABsoc,19.532402817173747,15.537475198832771,3.8826047701572097
115,GzuTU,17.910681720723712,12.161747930242388,16.86194505196543
116,fLRpG,19.70786037109901,12.421312315681591,5.375812424295468
117,KAJAU,21.233690387201115,16.796328005422207,0.4917913162821197
118,PKtFl,25.83189886604791,17.333907149765373,17.775823583901914
119,MWIUI,25.25317471181869,12.648732809979444,8.689975910443197
120,EQEbW,24.345835499517463,12.34592759895596,11.538965625841351
121,eIBwJ,24.6695664284583,13.8028848061332,5.861098005050664
122,agZxc,19.614190199504517,15.068233232675498,4.739748703428591
123,tMWJd,21.88933192612958,15.964702564908263,6.327864129156165
124,CqGyg,24.74080067523457,13.284283638912086,19.584423404838628
125,exXeS,18.71540917989624,13.593757002353014,2.6977432886335277
126,uLNaS,25.541149740145627,13.135766752482622,15.173178587675896
127,vpune,18.9894327448302,17.643010721317236,9.52769787007608
128,NsPhG,21.212991984718588,16.349943967044897,1.9830372383834585
129,mBKjg,22.517656559268463,17.64473293526712,9.614168595040807
130,vPSKO,25.40710415691126,14.03178303479358,12.001443303914945
131,MQTRK,16.93539528862719,13.284903111106743,0.2772926671618281
132,BAVQp,22.953571738863708,15.11665892566112,12.611855981370654
133,RTlaW,20.249787033728985,13.155969203115395,5.470147211853007
134,GZbum,17.222685687447694,13.75104236060923,13.793727917673026
135,jVMNQ,23.31928207755669,15.052144531511855,5.088217223988334
136,JnxPG,20.62666736208616,12.511652627490593,13.534639895841226
137,MUYVe,21.93168584779611,13.593557522311617,19.90886589192295
138,PJnHt,17.874812822934814,12.186697954498284,1.7557952369991892
139,fxGSs,19.77528742193126,14.25216703966802,13.867290511693596
140,hLQTo,21.408251011856805,14.66048276616154,8.781449169543784
141,oYcYQ,18.858929771238127,15.903441515399898,4.825484431373177
142,dSPiK,16.380470478172416,12.632207629401709,2.216364134909805
143,ZrHQC,25.53968590778365,16.859325328664656,14.31292126141175
144,oIaYy,20.13761048051141,17.55209697924456,0.2972089532999389
145,TZnLe,22.807044443452405,16.553036560100175,9.56743884057077
146,bgcjc,18.9325663226727,12.871219838340846,9.893373582142154
147,KKHXE,18.261581168308595,15.641818415828116,9.272127912639789
148,akeRP,18.8859715816055,17.645780145009027,15.847577992659147
149,BsDbw,18.9103597254278,14.534924503164854,10.970232554325552
150,wbDbP,20.530161391303444,16.406260612593165,9.93111649437042
151,pJGJt,20.52163843977636,16.421092454893415,10.706195908541428
152,qVeJG,19.96584579059446,14.095855445643634,4.509372266101492
153,ReHGz,15.617429419009255,16.811001224976643,0.3297085997029403
154,JqtXZ,19.95290574200637,15.25382057040634,17.068920221479445
155,YVRRi,16.02924680504782,12.397952730990475,1.9589490929534592
156,MEyKm,15.513629435549182,15.14567043524882,16.111379530903683
157,oQIKM,25.191748608094013,14.342589620050791,5.319989637663869
158,YJeuD,21.25940015777245,16.807672704816124,16.56200869909328
159,QrTbw,21.91388069749501,15.45077259331175,19.089883948487373
160,CNehc,18.82152404400037,13.867771290828342,6.358909710078038
161,XzMDm,24.907770702978368,17.4353526631347,1.0238012577133104
162,LhZRa,21.655165874955983,14.692964717561871,7.771095291419174
163,tSTwI,23.23003843428305,13.729465334106338,10.16875216459366
164,ULyVB,18.422749628332568,13.166353430906655,14.266353234617004
165,YWnio,25.520142569829503,17.610083690426443,14.184806528622545
166,nbURg,23.84553548189978,14.569348538207423,14.753666707517723
167,BFSHm,24.247381556174524,14.216840640235308,3.54192561323752
168,IYTEq,16.06633120910905,14.225016125730589,14.23102385572316
169,oGUza,17.251558494454635,16.114902298959123,11.435688787129424
170,GiVTH,17.427519196202926,15.525400425314029,4.3608699011316805
171,yyQdg,17.250910678962455,15.637795685610634,5.388964156658068
172,BFZHB,24.26489794525145,13.404456452101634,0.5653924763307705
173,gMhna,14.382617542503104,12.071185703132675,5.519127467525868
174,aIgVY,14.913199867769292,17.61755177068844,5.156983925762598
175,zIOmr,17.286978447558845,16.591171098101334,7.323537285960542
176,xFjzZ,16.398475695793323,15.306819658471378,17.57372229646396
177,UBlpt,16.78231536659418,12.637074371186175,13.943772852181484
178,qPnyy,23.5753182710396,16.10584011335984,18.48702973388573
179,PmJPv,20.75751912670456,12.493801738245084,2.2412823073404864
180,uXyKO,14.069247935515616,14.069712406034196,17.276756947216597
181,jTJuZ,19.151873188450345,16.483965316109852,5.328613985761077
182,rpLHm,18.894619122204308,12.03783669508396,19.79436856906985
183,EBGyT,15.367343233334523,12.290300371478018,7.959605931283733
184,NbaZo,22.113701463217485,12.5382719395051,15.794323316355786
185,qBbRG,22.42516626055389,15.1434299648979,11.01822059389807
186,AVVin,22.65071862862517,14.139003005814535,3.770199584059155
187,zCoXI,22.741651346703105,14.928539599157263,11.585291156468
188,clhvx,14.00063392318756,12.662387831331277,8.11502979129455
189,vrvjk,25.447049646160664,13.264616956333482,8.097499213597583
190,vVOJV,23.770505204655954,17.254466883112745,11.557779565419304
191,dwqdL,24.84778035907142,13.90917471299222,11.64797056894505
192,rhegO,14.187719543689209,12.81092876349319,11.222209561515267
193,DZGFj,25.206305549428876,17.450234430237487,5.908279963163714
194,SvOSE,23.717462344257257,17.499081910954285,19.954350422842943
195,TQhQI,24.046629715504384,13.98779263962434,6.387189330905403
196,VYxCz,15.119448616663622,17.325142055990426,11.156179470626428
197,IMSys,22.86533634702317,15.761932759639482,18.19189218698049
198,rJdlA,25.519000275705093,17.746217188226638,19.91299364370083
199,vrjju,22.14256809701793,16.01270951040456,2.332372545788175
200,COtxG,20.84673685549528,14.219380508207394,6.098021298748608
201,YOeiU,25.347556132987965,13.478827297352955,15.854939782202294
202,ESYJb,19.31524546081323,17.50673033459702,3.097096074670356
203,xJVEp,21.191522795725746,15.960807704299006,2.942844758880609
204,Rkigu,19.716059521932397,12.088490378253931,17.189479661539394
205,QJamF,25.19415465632359,16.219962142671974,19.19407103787825
206,goYgQ,14.913016721186088,15.788751644021112,16.66508560647754
207,icQYP,20.01343640990418,17.813181001730666,15.282296225589516
208,dVbCu,22.24342929662526,16.751454555557128,18.834593240444853
209,DQLKW,23.50287846106684,15.485100713542431,17.61134973220233
210,HLIZn,20.996223769329635,17.081611718859584,3.542395631435637
211,fJTGI,24.907012929457448,17.354219689303488,16.071464520707217
212,xXHUI,25.30389736260646,13.533843095853353,6.6550250349127005
213,cjvcJ,14.771830678323004,13.649005128777814,13.76102223079734
214,KuTqT,18.82844647449649,16.22312737470244,16.964294163849612
215,aIbOK,14.281508260653853,13.276970406367871,5.630383050514909
216,RWYSb,17.952999888493316,12.638700329281663,10.10149186900852
217,UDbgN,20.442418615647227,15.257619910556963,11.784628327616364
218,wWCii,24.929539166119387,17.923783326934736,12.47884989086516
219,XOVeI,24.158651869584837,13.814619332804252,18.104760777417354
220,ptBRj,15.529996720063828,14.727856235834285,3.66380050891993
221,SuYht,15.116364496890748,13.983352361875012,5.455623137630048
222,YYCou,21.071208065080004,16.750640212019928,3.101706439406098
223,AoqkN,20.38541566950539,12.14322415570057,14.322290185530214
224,fxuaW,17.196531697160285,16.560720571102614,4.50488424216867
225,MOrhX,24.793437014646024,12.526559951701442,17.3782791992042
226,NhUYn,25.12839691353864,12.2907767845101,15.937776443052208
227,ktIco,18.831337260081952,15.336614819519736,5.880716040925482
228,LVlyq,24.68363068536224,13.651064938207934,17.084211440121223
229,Qcodd,18.60738673115567,17.448532765602135,5.776305830216611
230,lniZo,22.8418019819564,17.067650457102147,6.613276651744817
231,jfOAt,19.71130661057269,15.48687580208636,17.190453293512586
232,iPeHd,15.470997878086196,17.830910134906226,1.3060774325543312
233,SWPAB,25.13521041484426,17.261455916097084,19.976912372661168
234,WJXCS,19.44915912053044,13.94856313957412,13.46199092170388
235,MLwZW,22.81384448386884,12.05852290347843,0.0336680262608357
236,fkqVN,18.406085773175505,15.84849333987654,16.325701392841758
237,peXoH,14.226570542914816,13.341413199011416,3.011537651244407
238,qDmvH,15.206364304302031,15.894367458332605,12.701607845151996
239,NbFpn,19.954633753879094,16.919308179692216,8.034665348747582
240,CBxJg,22.27957228551635,13.902674193154713,6.025712255260894
241,NbEDB,18.01682391895135,16.783058746713436,18.36984508053884
242,qNvmP,22.345861510131805,15.655283418070445,0.6972044749281014
243,DUZsu,22.383627073183472,14.432517858260804,2.7857984439498606
244,vOKTB,22.44723088793397,16.587388700908733,7.415369523374721
245,HHwLr,19.9102622482461,17.886855088445614,7.034653832828496
246,GspIA,24.97863380145805,15.021683389941016,13.089817769580431
247,egwkq,19.87035821576739,12.841111308613526,11.90849555919089
248,DFZDK,19.403182321959655,14.518160662340044,11.565109075142376
249,xAlMK,16.392569828127524,15.220622108645143,15.076961742754316
250,bfMbt,17.69186104827604,16.126770190702,14.471230060363462
251,IQSvA,14.50801391021964,16.231478169414856,6.648082456587638
252,jlbTz,21.602423523394044,12.004116828433462,0.306590970892544
253,bAFrJ,16.982428927125113,12.202519667418873,12.579489872425212
254,Tysbf,17.64986305382558,15.176803542854032,7.377860959045779
255,euNPK,23.24977425997185,12.961963187685985,6.3084244452464855
256,RqiGJ,17.926654197937445,12.032403302277409,15.074416306070288
257,pXmDF,16.906350704157706,16.945622200349895,0.4113029853845518
258,wqSMS,16.02869298960447,13.087761291339914,17.29638825817457
259,PhrmJ,23.29830082618347,12.92563057016388,3.152429347969652
260,LmbzW,15.556475095880325,15.020995819834024,12.74649296710665
261,dlTVv,19.44504512300424,13.364647314437631,0.4436610667225338
262,JDsJW,20.08316139292633,15.48839542913188,15.10680376572006
263,ubrcG,22.248678952228573,14.43936604626946,7.179803183604074
264,DnGCD,21.599401787995944,12.07122875992399,1.3245592896216007
265,ZxOcp,23.728648075342097,12.00672012065272,7.777346604861259
266,MCDOs,14.537017207114856,13.398856070629686,19.49689864378071
267,SUhsa,17.557288697352767,17.742942297920493,2.45794991223103
268,dxbeN,17.361609425304557,17.732507722379715,17.331707419094563
269,kRszr,15.752202867105298,14.676156410026172,5.042622518978113
270,dTaYh,17.470139046277318,15.204761327043556,15.353069072558169
271,Jxzrd,17.71718376971484,12.986461422029372,14.00617018211149
272,ItgEE,20.26261354312974,13.852086637825998,8.307810567758398
273,hEdKb,21.964453747115076,14.688561920606958,19.908530418018454
274,tKMpG,18.57320616334177,13.825815127026418,18.35989490461927
275,EpiOc,22.63364277576057,16.7203732032213,18.335426726256102
276,dPIiO,18.03398406295496,17.560741275377254,12.518329069183082
277,KcOnq,17.483404127777124,14.241947840805768,16.485108739000204
278,GkNnM,20.49425667028429,12.66876193452971,6.86188186647964
279,KkxCi,14.284596323669486,14.263465759111323,12.929178200259434
280,UKfod,14.957469483608005,15.206797354759727,5.244453644060489
281,bQjSx,19.01563452303832,12.994210829712248,10.938204646181372
282,snGXn,25.31495253670108,15.098315573616134,9.894874215225189
283,RVZdm,22.658141358121085,15.5742400037197,15.462461139790722
284,XXfTu,15.057518834006691,15.580989647685753,8.268227165080727
285,xpfOl,24.155816153370484,16.511920644040238,7.037416171512493
286,BkypI,22.78760924729817,12.70992283862685,19.095466857817552
287,vWaiw,21.33135830843184,15.730962098294324,7.524395970127527
288,WoSdI,23.843515527310128,14.311885725218454,13.107542020047145
289,uJQAl,18.849318172915485,16.63651169637329,12.252043884078024
290,XZJPC,16.65801261024623,12.80387202214568,11.375545934547624
291,wJLcb,20.14428066930511,12.443495820085577,11.88684145451495
292,fECeH,20.586101067121685,12.937163125921892,5.721418868491761
293,MHpRh,20.459916464118944,12.673078788127524,19.532873125556108
294,MbkeU,20.78088549776126,13.756926795356463,3.787298406185744
295,CQnxo,25.384459018870167,12.606705731296929,12.344992774242025
296,epGyf,24.82694747715477,15.201962083167007,3.975400436346721
297,jLYJv,24.508604438707277,14.624711700041924,9.376119004352308
298,neFzi,23.617001730903525,17.06465061763589,12.80523962525024
299,gnkqu,25.321137287183426,15.21657331507649,7.299353949018082
300,vGyBR,15.181935700152838,16.86858748831019,11.280419594793978
301,dUBOW,17.181479137348873,12.654974593990817,16.42458809660756
302,YLUXP,19.94067134785502,14.560210024778044,13.2115130315991
303,Iaozf,24.158413917480864,13.099061578722836,3.2596990634893763
304,KnaTN,20.06198853827279,12.553121174721584,1.0799260277122746
305,pDRcv,22.976416872099065,15.520414466172564,10.995410661230183
306,XECNH,15.667518862986997,16.997548534658563,14.87297901626755
307,cnVDn,17.028965755718723,16.01090080751168,7.982006144366458
308,fFMQp,22.78131314045207,15.585327346172908,16.125539326418416
309,wziRY,15.976808106652689,12.271061931588688,13.635111571058738
310,KnHYa,18.216271215859123,16.846924905239575,14.933314281803678
311,XpDHa,17.17839509376286,16.439825972977886,10.232156855401414
312,VyUzw,18.198340330669744,16.104218656038583,5.989848494419377
313,PuIUH,22.499888588935644,14.55802219076446,1.7645220939244766
314,IhHED,18.41416617371361,17.013211630491448,5.963876912485475
315,STZEE,20.66315987129528,12.83667649578494,15.28450772779387
316,KDgHy,15.199182524652915,17.913672617775465,11.781690869661196
317,OeEwT,23.66021231881553,15.341112150845916,10.598013561148834
318,MIzOO,18.4386635077775,14.246626262804435,16.435089401716752
319,UqUXP,21.78240990840011,16.13328702268596,18.693289074715004
320,nxjEh,22.70467521994199,13.976097567225136,18.042082911934013
321,MKEZI,16.515931065340403,14.621709686020749,14.058565562209193
322,MmYiM,24.6160998194402,13.5203938040826,13.5867190948837
323,GgZqx,21.394691019283435,16.986585933143296,15.91345084081187
324,cdQcI,19.144701701017777,13.515154377535314,1.2695971078631496
325,BoAJR,16.188022202938633,13.362660586182503,13.947773492476369
326,IfBsL,25.30761125481448,14.365311186403297,19.065885347407463
327,OEEEa,23.0608184495795,13.460120995617524,8.013012415718055
328,yAZPi,16.49629475279899,14.212901716137113,0.150780967392563
329,iQlUy,18.052529296690693,17.05720801086681,4.072808348447932
330,qErdO,23.71609109705688,16.817893355807534,1.6597154682517457
331,UypHp,22.34813195858407,15.354175605853264,0.0287176199742811
332,UrORL,23.18941151258869,16.956903641650943,6.878514051455646
333,GQKTC,19.29441322655519,17.079929420428268,5.783529173997753
334,JSWEr,22.597715151706005,12.6790603231567,17.764461372973408
335,rmriu,18.637924674366964,12.517285016430709,3.176796775782491
336,kBDRn,16.535155003258357,17.012877258218168,0.8032396050885771
337,XagRO,21.59212441809632,12.515548690960912,19.825299815018425
338,RVLDF,25.71216710718553,14.512012227959485,11.018243814197444
339,AYkWj,17.727211656743954,13.198893999919498,7.273689463605242
340,BmtHQ,19.531635106550475,15.297028572358894,2.612905660012732
341,unEWw,22.088016452838243,15.101671201707036,7.505825111141318
342,PIvao,20.498075385469853,12.059874022019107,15.499085062419686
343,pUHDc,24.121133548508592,13.985805531877586,5.894503807987405
344,JwEcN,23.140912477634192,13.035086211332349,4.958253931860539
345,zQUAE,14.699566446348284,16.404505433035077,6.812073926212712
346,AGFGM,25.98105480708529,13.53169552636375,19.73076381439436
347,OvWVd,23.028829444633608,17.832402750586656,17.415536462216636
348,KWWQJ,24.36683979552936,15.516299825119644,11.35961175825673
349,hRNjY,21.81437254514416,17.535031884948665,12.199547949481705
350,QkmHV,24.275421536561147,16.615870224188857,3.312665147292524
351,TnVnF,15.348595699144512,17.82840698287598,8.944049170707435
352,fPfqK,18.17285402671179,12.05326801582807,2.874730587316272
353,psjHH,24.517051323253916,14.608317716166304,14.907311643684473
354,TEgfU,16.419862535202707,14.112681034126734,4.881447276394701
355,CbrjH,14.938905182960273,16.613078291866763,10.282525837583131
356,XhtDw,23.457427279342628,15.488036717319904,11.12815387206476
357,ZXpxt,24.025833867719555,16.01151711646319,15.702635490212494
358,qkyGB,15.951826618278808,15.980685856529805,18.383583587178308
359,UPaWj,24.252151793392585,13.470561407683231,3.474390590532004
360,bgxyE,22.241213547166037,17.524001489198874,17.097023165103767
361,UIfzq,20.24099219859901,15.032412812295668,10.001084996934386
362,wrrjV,23.96300231337662,15.258801570687226,11.633256384471686
363,ryAWc,19.03099099182759,16.6948715331513,17.181849766290924
364,TVmVU,16.327927474680767,14.853843654701397,5.268836093627794
365,Dflfr,17.418232119327364,13.050515947069988,13.915428667684887
366,QFDQV,20.061968219519777,16.709263317069315,12.716064220751576
367,XEspm,20.375969512078107,16.926147821067914,7.227826546567913
368,dwexS,23.666969917294804,16.814115394621428,2.627561594650274
369,khVvu,23.49623268382801,17.933349317789336,14.466270649890609
370,dAWCO,20.9763986864549,14.774541042614992,18.959907553719358
371,LIdTm,23.36942580038572,17.537074008571263,3.581663838865572
372,KAHdU,16.301281499524052,15.658258704305528,15.6608271302394
373,DWlce,14.600774325119533,13.738186320494892,16.244392824149582
374,TcbqY,24.4836058716164,16.46572364779155,11.417590173511613
375,HgvLD,14.906653925153234,12.191151987308182,9.558782666432302
376,PjHgA,16.960261156927967,17.035255580777754,4.637303852938768
377,omCuP,22.34382739549261,17.934061795617566,19.01747050544375
378,qKAoH,18.91337525152771,15.237446333927055,17.22239139991318
379,figSu,24.515767638986105,12.174124846709498,12.183140018913669
380,SdKJO,17.575757535947233,12.92191079504484,8.476708113493283
381,LwNCN,14.142456160032312,17.746845979815685,2.9640990744925744
382,cALcO,17.60786768672893,12.634421154398588,18.187954868286475
383,QnnTR,20.93690059021798,14.807624626635013,9.05820582611825
384,wTvZg,18.51126050483952,12.96255380898474,14.110135023228256
385,iAPsG,20.41847306910506,17.68329376079692,17.124380320173074
386,hoZRv,24.519177426020224,12.35216675346733,14.622954721520236
387,anALZ,24.949820650764423,16.603481648996397,11.933952288690934
388,AsFaL,17.191688775849347,14.119447240343272,19.033916177633984
389,oXknR,19.545685679238808,17.413565380969004,9.537502653220102
390,fzXea,20.589728182897414,13.27417047548612,17.83800925198364
391,Xmonb,25.389349482658965,17.001718828425886,3.971692772188402
392,WAeBz,25.983407829972617,15.15819328364559,1.4470246100073014
393,LTDti,16.82488698609832,15.25469495291552,13.949682856431096
394,gUTJj,22.723758456149785,15.176605992290334,14.96712451581332
395,xrMax,18.536372746798342,17.31077125525396,18.517100968484563
396,vnfBp,14.09729836263456,15.80197501271236,6.029995416166873
397,kDmMB,14.111030269230827,17.74328975640556,13.646654177910612
398,TOYCs,19.52679209074707,15.440088898785463,13.856155364771205
399,lBJsq,19.860018956052016,15.256567033342844,13.280107160536414
400,nZJzq,14.270836358881311,14.34917711236395,14.514931837700429
401,UarAH,22.243129001291628,13.985514741152066,4.622964198267896
402,XafVl,17.528040663139436,17.80440196857819,2.3701191399299804
403,ElGjP,20.718717218431397,12.32309706386425,4.086367381033764
404,SwwUn,17.611028877985024,15.571866193098272,6.360270469666574
405,nlyxh,16.005611778431685,13.59009064089652,0.3853885471437945
406,lORKB,18.886084863186504,12.302606046963453,17.46903043303863
407,qfHQA,16.78728037748601,12.883463851385564,7.202095754480233
408,IMWOT,20.417611723030017,12.717703903265466,19.50292450412112
409,QRATZ,16.38594236343776,13.575657837692493,0.7286148589312536
410,hfWhC,20.10087171973552,16.975935379289492,12.943433640362525
411,sHVpv,15.88854217842641,14.199520865050506,8.49823607849989
412,mxqXF,22.05169651382942,17.030079537707127,16.722403359037074
413,Qhiqv,23.04725221329709,17.10369535410026,9.589640178312353
414,nybyv,15.324730810999206,17.26209806004718,17.011725686500704
415,uhDPF,19.61362894444807,13.053617524553797,14.18208661231809
416,iSUqL,14.850460407858485,17.470177845054458,10.482588140699953
417,qvbHO,21.178189346504027,15.890131623628577,2.599307480702049
418,KeNCP,17.172851575155743,13.927784063804932,14.494469775592716
419,hkrie,20.33149348206449,15.812133913503729,5.476439485884239
420,GRaYw,20.20953211261149,17.939558758322942,6.930853693136292
421,QyUNz,25.092252154325607,16.528127417264482,17.53531684287664
422,KtvDC,20.588998670824672,12.0549328368789,12.741567011403529
423,nOvRr,20.995981756619788,14.083662808879245,13.802232221765289
424,WLmYW,18.819837509172565,13.529830845142882,9.976786936999588
425,HhuZN,25.3889552381938,13.195516539273637,7.835223380620794
426,Kwipb,23.32623091327532,13.885781127197705,11.510052641803997
427,AqLeu,17.4248634836341,16.550034196453026,0.5828961437248381
428,BGehU,24.130515029314783,17.211903680946605,10.364234173377485
429,txwlS,19.18875632222108,15.955283377316608,17.205174853082433
430,CDiPW,23.944005722403126,15.697363103222983,8.20700334362624
431,iByDk,23.874656819522023,14.97195425610577,1.0784320052942389
432,BGKGl,16.26644224115425,12.01171384871932,17.609286984666966
433,dcMPR,22.413693576602924,12.217347858486386,1.3776848421543364
434,FVLIQ,17.487715631678373,15.05121921746775,19.00084840386798
435,YmpzU,17.56991203991202,13.9545456696411,18.462834152490537
436,xzXvt,17.55617692256697,14.043983464783018,6.284520260367723
437,Atoku,22.70681897071938,15.97603138687602,3.209212328118485
